Year; Month; DayMonth; DayWeek; Hour; Minute; Second; Effekt
2017;9;15;5;4;54;44;646
2017;9;15;5;4;54;46;655
2017;9;15;5;4;54;48;635
2017;9;15;5;4;54;52;632
2017;9;15;5;4;54;54;635
2017;9;15;5;4;54;56;638
2017;9;15;5;4;54;58;636
2017;9;15;5;4;55;2;626
2017;9;15;5;4;55;4;626
2017;9;15;5;4;55;6;625
2017;9;15;5;4;55;8;622
2017;9;15;5;4;55;12;626
2017;9;15;5;4;55;14;625
2017;9;15;5;4;55;16;626
2017;9;15;5;4;55;18;624
2017;9;15;5;4;55;22;627
2017;9;15;5;4;55;24;626
2017;9;15;5;4;55;26;625
2017;9;15;5;4;55;28;626
2017;9;15;5;4;55;32;624
2017;9;15;5;4;55;34;627
2017;9;15;5;4;55;36;626
2017;9;15;5;4;55;38;625
2017;9;15;5;4;55;42;713
2017;9;15;5;4;55;44;710
2017;9;15;5;4;55;46;713
2017;9;15;5;4;55;48;718
2017;9;15;5;4;55;52;729
2017;9;15;5;4;55;54;760
2017;9;15;5;4;55;56;798
2017;9;15;5;4;55;58;856
2017;9;15;5;4;56;2;817
2017;9;15;5;4;56;4;827
2017;9;15;5;4;56;6;838
2017;9;15;5;4;56;8;843
2017;9;15;5;4;56;12;859
2017;9;15;5;4;56;14;867
2017;9;15;5;4;56;16;873
2017;9;15;5;4;56;18;873
2017;9;15;5;4;56;22;879
2017;9;15;5;4;56;24;881
2017;9;15;5;4;56;26;883
2017;9;15;5;4;56;28;885
2017;9;15;5;4;56;32;883
2017;9;15;5;4;56;34;885
2017;9;15;5;4;56;36;886
2017;9;15;5;4;56;38;884
2017;9;15;5;4;56;42;887
2017;9;15;5;4;56;44;888
2017;9;15;5;4;56;46;890
2017;9;15;5;4;56;48;890
2017;9;15;5;4;56;52;887
2017;9;15;5;4;56;54;885
2017;9;15;5;4;56;56;887
2017;9;15;5;4;56;58;892
2017;9;15;5;4;57;2;891
2017;9;15;5;4;57;4;888
2017;9;15;5;4;57;6;890
2017;9;15;5;4;57;8;890
2017;9;15;5;4;57;12;892
2017;9;15;5;4;57;14;890
2017;9;15;5;4;57;16;891
2017;9;15;5;4;57;18;890
2017;9;15;5;4;57;22;892
2017;9;15;5;4;57;24;892
2017;9;15;5;4;57;26;891
2017;9;15;5;4;57;28;889
2017;9;15;5;4;57;32;902
2017;9;15;5;4;57;34;893
2017;9;15;5;4;57;36;893
2017;9;15;5;4;57;38;890
2017;9;15;5;4;57;42;890
2017;9;15;5;4;57;44;890
2017;9;15;5;4;57;46;892
2017;9;15;5;4;57;48;890
2017;9;15;5;4;57;52;891
2017;9;15;5;4;57;54;891
2017;9;15;5;4;57;56;890
2017;9;15;5;4;57;58;891
2017;9;15;5;4;58;2;888
2017;9;15;5;4;58;4;888
2017;9;15;5;4;58;6;889
2017;9;15;5;4;58;8;890
2017;9;15;5;4;58;12;890
2017;9;15;5;4;58;14;888
2017;9;15;5;4;58;16;890
2017;9;15;5;4;58;18;891
2017;9;15;5;4;58;22;889
2017;9;15;5;4;58;24;888
2017;9;15;5;4;58;26;888
2017;9;15;5;4;58;28;891
2017;9;15;5;4;58;32;889
2017;9;15;5;4;58;34;889
2017;9;15;5;4;58;36;888
2017;9;15;5;4;58;38;893
2017;9;15;5;4;58;42;903
2017;9;15;5;4;58;44;896
2017;9;15;5;4;58;46;896
2017;9;15;5;4;58;48;896
2017;9;15;5;4;58;52;897
2017;9;15;5;4;58;54;897
2017;9;15;5;4;58;56;896
2017;9;15;5;4;58;58;897
2017;9;15;5;4;59;2;896
2017;9;15;5;4;59;4;895
2017;9;15;5;4;59;6;894
2017;9;15;5;4;59;8;894
2017;9;15;5;4;59;12;896
2017;9;15;5;4;59;14;892
2017;9;15;5;4;59;16;897
2017;9;15;5;4;59;18;897
2017;9;15;5;4;59;22;898
2017;9;15;5;4;59;24;897
2017;9;15;5;4;59;26;896
2017;9;15;5;4;59;28;897
2017;9;15;5;4;59;32;896
2017;9;15;5;4;59;34;898
2017;9;15;5;4;59;36;896
2017;9;15;5;4;59;38;890
2017;9;15;5;4;59;42;889
2017;9;15;5;4;59;44;892
2017;9;15;5;4;59;46;893
2017;9;15;5;4;59;48;888
2017;9;15;5;4;59;52;892
2017;9;15;5;4;59;54;892
2017;9;15;5;4;59;56;891
2017;9;15;5;4;59;58;894
2017;9;15;5;5;0;2;892
2017;9;15;5;5;0;4;893
2017;9;15;5;5;0;6;893
2017;9;15;5;5;0;8;891
2017;9;15;5;5;0;12;891
2017;9;15;5;5;0;14;903
2017;9;15;5;5;0;16;913
2017;9;15;5;5;0;18;894
2017;9;15;5;5;0;22;887
2017;9;15;5;5;0;24;887
2017;9;15;5;5;0;26;901
2017;9;15;5;5;0;28;893
2017;9;15;5;5;0;32;890
2017;9;15;5;5;0;34;899
2017;9;15;5;5;0;36;890
2017;9;15;5;5;0;38;890
2017;9;15;5;5;0;42;889
2017;9;15;5;5;0;44;889
2017;9;15;5;5;0;46;889
2017;9;15;5;5;0;48;889
2017;9;15;5;5;0;52;892
2017;9;15;5;5;0;54;890
2017;9;15;5;5;0;56;889
2017;9;15;5;5;0;58;890
2017;9;15;5;5;1;2;892
2017;9;15;5;5;1;4;891
2017;9;15;5;5;1;6;890
2017;9;15;5;5;1;8;891
2017;9;15;5;5;1;12;893
2017;9;15;5;5;1;14;891
2017;9;15;5;5;1;16;890
2017;9;15;5;5;1;18;890
2017;9;15;5;5;1;22;892
2017;9;15;5;5;1;24;892
2017;9;15;5;5;1;26;889
2017;9;15;5;5;1;28;892
2017;9;15;5;5;1;32;887
2017;9;15;5;5;1;34;897
2017;9;15;5;5;1;36;898
2017;9;15;5;5;1;38;891
2017;9;15;5;5;1;42;890
2017;9;15;5;5;1;44;889
2017;9;15;5;5;1;46;891
2017;9;15;5;5;1;48;892
2017;9;15;5;5;1;52;890
2017;9;15;5;5;1;54;889
2017;9;15;5;5;1;56;891
2017;9;15;5;5;1;58;892
2017;9;15;5;5;2;2;891
2017;9;15;5;5;2;4;892
2017;9;15;5;5;2;6;889
2017;9;15;5;5;2;8;886
2017;9;15;5;5;2;12;891
2017;9;15;5;5;2;14;889
2017;9;15;5;5;2;16;892
2017;9;15;5;5;2;18;891
2017;9;15;5;5;2;22;891
2017;9;15;5;5;2;24;889
2017;9;15;5;5;2;26;891
2017;9;15;5;5;2;28;892
2017;9;15;5;5;2;32;891
2017;9;15;5;5;2;34;891
2017;9;15;5;5;2;36;890
2017;9;15;5;5;2;38;890
2017;9;15;5;5;2;42;890
2017;9;15;5;5;2;44;888
2017;9;15;5;5;2;46;894
2017;9;15;5;5;2;48;891
2017;9;15;5;5;2;52;893
2017;9;15;5;5;2;54;892
2017;9;15;5;5;2;56;890
2017;9;15;5;5;2;58;892
2017;9;15;5;5;3;2;897
2017;9;15;5;5;3;4;893
2017;9;15;5;5;3;6;891
2017;9;15;5;5;3;8;890
2017;9;15;5;5;3;12;893
2017;9;15;5;5;3;14;889
2017;9;15;5;5;3;16;887
2017;9;15;5;5;3;18;886
2017;9;15;5;5;3;22;892
2017;9;15;5;5;3;24;893
2017;9;15;5;5;3;26;891
2017;9;15;5;5;3;28;890
2017;9;15;5;5;3;32;889
2017;9;15;5;5;3;34;894
2017;9;15;5;5;3;36;895
2017;9;15;5;5;3;38;892
2017;9;15;5;5;3;42;893
2017;9;15;5;5;3;44;894
2017;9;15;5;5;3;46;895
2017;9;15;5;5;3;48;894
2017;9;15;5;5;3;52;891
2017;9;15;5;5;3;54;891
2017;9;15;5;5;3;56;894
2017;9;15;5;5;3;58;897
2017;9;15;5;5;4;2;895
2017;9;15;5;5;4;4;894
2017;9;15;5;5;4;6;893
2017;9;15;5;5;4;8;894
2017;9;15;5;5;4;12;894
2017;9;15;5;5;4;14;892
2017;9;15;5;5;4;16;896
2017;9;15;5;5;4;18;895
2017;9;15;5;5;4;22;893
2017;9;15;5;5;4;24;891
2017;9;15;5;5;4;26;890
2017;9;15;5;5;4;28;891
2017;9;15;5;5;4;32;892
2017;9;15;5;5;4;34;892
2017;9;15;5;5;4;36;892
2017;9;15;5;5;4;38;892
2017;9;15;5;5;4;42;894
2017;9;15;5;5;4;44;891
2017;9;15;5;5;4;46;893
2017;9;15;5;5;4;48;892
2017;9;15;5;5;4;52;897
2017;9;15;5;5;4;54;895
2017;9;15;5;5;4;56;892
2017;9;15;5;5;4;58;893
2017;9;15;5;5;5;2;892
2017;9;15;5;5;5;4;891
2017;9;15;5;5;5;6;894
2017;9;15;5;5;5;8;893
2017;9;15;5;5;5;12;902
2017;9;15;5;5;5;14;892
2017;9;15;5;5;5;16;891
2017;9;15;5;5;5;18;891
2017;9;15;5;5;5;22;895
2017;9;15;5;5;5;24;894
2017;9;15;5;5;5;26;890
2017;9;15;5;5;5;28;892
2017;9;15;5;5;5;32;891
2017;9;15;5;5;5;34;893
2017;9;15;5;5;5;36;891
2017;9;15;5;5;5;38;887
2017;9;15;5;5;5;42;895
2017;9;15;5;5;5;44;913
2017;9;15;5;5;5;46;897
2017;9;15;5;5;5;48;893
2017;9;15;5;5;5;52;893
2017;9;15;5;5;5;54;893
2017;9;15;5;5;5;56;891
2017;9;15;5;5;5;58;893
2017;9;15;5;5;6;2;892
2017;9;15;5;5;6;4;892
2017;9;15;5;5;6;6;891
2017;9;15;5;5;6;8;889
2017;9;15;5;5;6;12;889
2017;9;15;5;5;6;14;887
2017;9;15;5;5;6;16;892
2017;9;15;5;5;6;18;891
2017;9;15;5;5;6;22;891
2017;9;15;5;5;6;24;889
2017;9;15;5;5;6;26;891
2017;9;15;5;5;6;28;893
2017;9;15;5;5;6;32;891
2017;9;15;5;5;6;34;890
2017;9;15;5;5;6;36;890
2017;9;15;5;5;6;38;890
2017;9;15;5;5;6;42;894
2017;9;15;5;5;6;44;890
2017;9;15;5;5;6;46;889
2017;9;15;5;5;6;48;888
2017;9;15;5;5;6;52;896
2017;9;15;5;5;6;54;892
2017;9;15;5;5;6;56;891
2017;9;15;5;5;6;58;891
2017;9;15;5;5;7;2;893
2017;9;15;5;5;7;4;893
2017;9;15;5;5;7;6;892
2017;9;15;5;5;7;8;655
2017;9;15;5;5;7;12;627
2017;9;15;5;5;7;14;626
2017;9;15;5;5;7;16;627
2017;9;15;5;5;7;18;626
2017;9;15;5;5;7;22;625
2017;9;15;5;5;7;24;633
2017;9;15;5;5;7;26;625
2017;9;15;5;5;7;28;625
2017;9;15;5;5;7;32;626
2017;9;15;5;5;7;34;628
2017;9;15;5;5;7;36;628
2017;9;15;5;5;7;38;626
2017;9;15;5;5;7;42;627
2017;9;15;5;5;7;44;625
2017;9;15;5;5;7;46;626
2017;9;15;5;5;7;48;626
2017;9;15;5;5;7;52;626
2017;9;15;5;5;7;54;621
2017;9;15;5;5;7;56;622
2017;9;15;5;5;7;58;623
2017;9;15;5;5;8;2;631
2017;9;15;5;5;8;4;633
2017;9;15;5;5;8;6;630
2017;9;15;5;5;8;8;628
2017;9;15;5;5;8;12;630
2017;9;15;5;5;8;14;628
2017;9;15;5;5;8;16;628
2017;9;15;5;5;8;18;627
2017;9;15;5;5;8;22;632
2017;9;15;5;5;8;24;628
2017;9;15;5;5;8;26;630
2017;9;15;5;5;8;28;630
2017;9;15;5;5;8;32;627
2017;9;15;5;5;8;34;630
2017;9;15;5;5;8;36;629
2017;9;15;5;5;8;38;627
2017;9;15;5;5;8;42;631
2017;9;15;5;5;8;44;627
2017;9;15;5;5;8;46;628
2017;9;15;5;5;8;48;631
2017;9;15;5;5;8;52;639
2017;9;15;5;5;8;54;631
2017;9;15;5;5;8;56;627
2017;9;15;5;5;8;58;628
2017;9;15;5;5;9;2;628
2017;9;15;5;5;9;4;627
2017;9;15;5;5;9;6;627
2017;9;15;5;5;9;8;625
2017;9;15;5;5;9;12;629
2017;9;15;5;5;9;14;628
2017;9;15;5;5;9;16;631
2017;9;15;5;5;9;18;628
2017;9;15;5;5;9;22;631
2017;9;15;5;5;9;24;627
2017;9;15;5;5;9;26;629
2017;9;15;5;5;9;28;629
2017;9;15;5;5;9;32;629
2017;9;15;5;5;9;34;631
2017;9;15;5;5;9;36;630
2017;9;15;5;5;9;38;627
2017;9;15;5;5;9;42;627
2017;9;15;5;5;9;44;629
2017;9;15;5;5;9;46;630
2017;9;15;5;5;9;48;629
2017;9;15;5;5;9;52;629
2017;9;15;5;5;9;54;628
2017;9;15;5;5;9;56;644
2017;9;15;5;5;9;58;719
2017;9;15;5;5;10;2;724
2017;9;15;5;5;10;4;722
2017;9;15;5;5;10;6;719
2017;9;15;5;5;10;8;730
2017;9;15;5;5;10;12;805
2017;9;15;5;5;10;14;841
2017;9;15;5;5;10;16;899
2017;9;15;5;5;10;18;864
2017;9;15;5;5;10;22;849
2017;9;15;5;5;10;24;857
2017;9;15;5;5;10;26;862
2017;9;15;5;5;10;28;871
2017;9;15;5;5;10;32;877
2017;9;15;5;5;10;34;881
2017;9;15;5;5;10;36;888
2017;9;15;5;5;10;38;885
2017;9;15;5;5;10;42;891
2017;9;15;5;5;10;44;889
2017;9;15;5;5;10;46;890
2017;9;15;5;5;10;48;888
2017;9;15;5;5;10;52;892
2017;9;15;5;5;10;54;895
2017;9;15;5;5;10;56;892
2017;9;15;5;5;10;58;893
2017;9;15;5;5;11;2;893
2017;9;15;5;5;11;4;899
2017;9;15;5;5;11;6;895
2017;9;15;5;5;11;8;895
2017;9;15;5;5;11;12;912
2017;9;15;5;5;11;14;915
2017;9;15;5;5;11;16;919
2017;9;15;5;5;11;18;897
2017;9;15;5;5;11;22;898
2017;9;15;5;5;11;24;892
2017;9;15;5;5;11;26;893
2017;9;15;5;5;11;28;909
2017;9;15;5;5;11;32;897
2017;9;15;5;5;11;34;898
2017;9;15;5;5;11;36;897
2017;9;15;5;5;11;38;899
2017;9;15;5;5;11;42;897
2017;9;15;5;5;11;44;896
2017;9;15;5;5;11;46;899
2017;9;15;5;5;11;48;898
2017;9;15;5;5;11;52;896
2017;9;15;5;5;11;54;897
2017;9;15;5;5;11;56;896
2017;9;15;5;5;11;58;896
2017;9;15;5;5;12;2;894
2017;9;15;5;5;12;4;898
2017;9;15;5;5;12;6;896
2017;9;15;5;5;12;8;896
2017;9;15;5;5;12;12;898
2017;9;15;5;5;12;14;897
2017;9;15;5;5;12;16;895
2017;9;15;5;5;12;18;895
2017;9;15;5;5;12;22;899
2017;9;15;5;5;12;24;898
2017;9;15;5;5;12;26;895
2017;9;15;5;5;12;28;896
2017;9;15;5;5;12;32;894
2017;9;15;5;5;12;34;895
2017;9;15;5;5;12;36;892
2017;9;15;5;5;12;38;899
2017;9;15;5;5;12;42;897
2017;9;15;5;5;12;44;897
2017;9;15;5;5;12;46;895
2017;9;15;5;5;12;48;894
2017;9;15;5;5;12;52;896
2017;9;15;5;5;12;54;898
2017;9;15;5;5;12;56;895
2017;9;15;5;5;12;58;895
2017;9;15;5;5;13;2;896
2017;9;15;5;5;13;4;899
2017;9;15;5;5;13;6;896
2017;9;15;5;5;13;8;892
2017;9;15;5;5;13;12;904
2017;9;15;5;5;13;14;895
2017;9;15;5;5;13;16;897
2017;9;15;5;5;13;18;896
2017;9;15;5;5;13;22;895
2017;9;15;5;5;13;24;894
2017;9;15;5;5;13;26;896
2017;9;15;5;5;13;28;897
2017;9;15;5;5;13;32;894
2017;9;15;5;5;13;34;897
2017;9;15;5;5;13;36;894
2017;9;15;5;5;13;38;895
2017;9;15;5;5;13;42;900
2017;9;15;5;5;13;44;900
2017;9;15;5;5;13;46;901
2017;9;15;5;5;13;48;909
2017;9;15;5;5;13;52;903
2017;9;15;5;5;13;54;907
2017;9;15;5;5;13;56;902
2017;9;15;5;5;13;58;905
2017;9;15;5;5;14;2;903
2017;9;15;5;5;14;4;903
2017;9;15;5;5;14;6;901
2017;9;15;5;5;14;8;903
2017;9;15;5;5;14;12;904
2017;9;15;5;5;14;14;903
2017;9;15;5;5;14;16;902
2017;9;15;5;5;14;18;899
2017;9;15;5;5;14;22;917
2017;9;15;5;5;14;24;905
2017;9;15;5;5;14;26;901
2017;9;15;5;5;14;28;903
2017;9;15;5;5;14;32;902
2017;9;15;5;5;14;34;904
2017;9;15;5;5;14;36;903
2017;9;15;5;5;14;38;901
2017;9;15;5;5;14;42;895
2017;9;15;5;5;14;44;898
2017;9;15;5;5;14;46;895
2017;9;15;5;5;14;48;895
2017;9;15;5;5;14;52;895
2017;9;15;5;5;14;54;895
2017;9;15;5;5;14;56;894
2017;9;15;5;5;14;58;898
2017;9;15;5;5;15;2;896
2017;9;15;5;5;15;4;899
2017;9;15;5;5;15;6;898
2017;9;15;5;5;15;8;896
2017;9;15;5;5;15;12;897
2017;9;15;5;5;15;14;896
2017;9;15;5;5;15;16;900
2017;9;15;5;5;15;18;898
2017;9;15;5;5;15;22;897
2017;9;15;5;5;15;24;895
2017;9;15;5;5;15;26;896
2017;9;15;5;5;15;28;896
2017;9;15;5;5;15;32;899
2017;9;15;5;5;15;34;898
2017;9;15;5;5;15;36;897
2017;9;15;5;5;15;38;896
2017;9;15;5;5;15;42;896
2017;9;15;5;5;15;44;897
2017;9;15;5;5;15;46;898
2017;9;15;5;5;15;48;896
2017;9;15;5;5;15;52;896
2017;9;15;5;5;15;54;912
2017;9;15;5;5;15;56;896
2017;9;15;5;5;15;58;897
2017;9;15;5;5;16;2;895
2017;9;15;5;5;16;4;895
2017;9;15;5;5;16;6;907
2017;9;15;5;5;16;8;896
2017;9;15;5;5;16;12;898
2017;9;15;5;5;16;14;896
2017;9;15;5;5;16;16;896
2017;9;15;5;5;16;18;895
2017;9;15;5;5;16;22;898
2017;9;15;5;5;16;24;897
2017;9;15;5;5;16;26;898
2017;9;15;5;5;16;28;897
2017;9;15;5;5;16;32;896
2017;9;15;5;5;16;34;898
2017;9;15;5;5;16;36;895
2017;9;15;5;5;16;38;892
2017;9;15;5;5;16;42;922
2017;9;15;5;5;16;44;915
2017;9;15;5;5;16;46;900
2017;9;15;5;5;16;48;896
2017;9;15;5;5;16;52;898
2017;9;15;5;5;16;54;898
2017;9;15;5;5;16;56;896
2017;9;15;5;5;16;58;896
2017;9;15;5;5;17;2;896
2017;9;15;5;5;17;4;900
2017;9;15;5;5;17;6;900
2017;9;15;5;5;17;8;895
2017;9;15;5;5;17;12;895
2017;9;15;5;5;17;14;891
2017;9;15;5;5;17;16;909
2017;9;15;5;5;17;18;896
2017;9;15;5;5;17;22;895
2017;9;15;5;5;17;24;895
2017;9;15;5;5;17;26;895
2017;9;15;5;5;17;28;896
2017;9;15;5;5;17;32;897
2017;9;15;5;5;17;34;898
2017;9;15;5;5;17;36;1156
2017;9;15;5;5;17;38;943
2017;9;15;5;5;17;42;946
2017;9;15;5;5;17;44;946
2017;9;15;5;5;17;46;945
2017;9;15;5;5;17;48;942
2017;9;15;5;5;17;52;948
2017;9;15;5;5;17;54;944
2017;9;15;5;5;17;56;942
2017;9;15;5;5;17;58;944
2017;9;15;5;5;18;2;941
2017;9;15;5;5;18;4;944
2017;9;15;5;5;18;6;941
2017;9;15;5;5;18;8;942
2017;9;15;5;5;18;12;945
2017;9;15;5;5;18;14;941
2017;9;15;5;5;18;16;942
2017;9;15;5;5;18;18;942
2017;9;15;5;5;18;22;941
2017;9;15;5;5;18;24;938
2017;9;15;5;5;18;26;944
2017;9;15;5;5;18;28;943
2017;9;15;5;5;18;32;941
2017;9;15;5;5;18;34;943
2017;9;15;5;5;18;36;943
2017;9;15;5;5;18;38;941
2017;9;15;5;5;18;42;941
2017;9;15;5;5;18;44;941
2017;9;15;5;5;18;46;945
2017;9;15;5;5;18;48;942
2017;9;15;5;5;18;52;944
2017;9;15;5;5;18;54;945
2017;9;15;5;5;18;56;941
2017;9;15;5;5;18;58;940
2017;9;15;5;5;19;2;945
2017;9;15;5;5;19;4;945
2017;9;15;5;5;19;6;944
2017;9;15;5;5;19;8;944
2017;9;15;5;5;19;12;944
2017;9;15;5;5;19;14;942
2017;9;15;5;5;19;16;947
2017;9;15;5;5;19;18;945
2017;9;15;5;5;19;22;945
2017;9;15;5;5;19;24;944
2017;9;15;5;5;19;26;945
2017;9;15;5;5;19;28;946
2017;9;15;5;5;19;32;941
2017;9;15;5;5;19;34;942
2017;9;15;5;5;19;36;945
2017;9;15;5;5;19;38;945
2017;9;15;5;5;19;42;947
2017;9;15;5;5;19;44;946
2017;9;15;5;5;19;46;946
2017;9;15;5;5;19;48;945
2017;9;15;5;5;19;52;948
2017;9;15;5;5;19;54;946
2017;9;15;5;5;19;56;946
2017;9;15;5;5;19;58;948
2017;9;15;5;5;20;2;947
2017;9;15;5;5;20;4;947
2017;9;15;5;5;20;6;947
2017;9;15;5;5;20;8;943
2017;9;15;5;5;20;12;951
2017;9;15;5;5;20;14;947
2017;9;15;5;5;20;16;948
2017;9;15;5;5;20;18;946
2017;9;15;5;5;20;22;949
2017;9;15;5;5;20;24;950
2017;9;15;5;5;20;26;946
2017;9;15;5;5;20;28;948
2017;9;15;5;5;20;32;948
2017;9;15;5;5;20;34;951
2017;9;15;5;5;20;36;949
2017;9;15;5;5;20;38;949
2017;9;15;5;5;20;42;947
2017;9;15;5;5;20;44;945
2017;9;15;5;5;20;46;951
2017;9;15;5;5;20;48;950
2017;9;15;5;5;20;52;950
2017;9;15;5;5;20;54;947
2017;9;15;5;5;20;56;947
2017;9;15;5;5;20;58;951
2017;9;15;5;5;21;2;951
2017;9;15;5;5;21;4;951
2017;9;15;5;5;21;6;950
2017;9;15;5;5;21;8;950
2017;9;15;5;5;21;12;948
2017;9;15;5;5;21;14;947
2017;9;15;5;5;21;16;948
2017;9;15;5;5;21;18;948
2017;9;15;5;5;21;22;683
2017;9;15;5;5;21;24;679
2017;9;15;5;5;21;26;680
2017;9;15;5;5;21;28;683
2017;9;15;5;5;21;32;681
2017;9;15;5;5;21;34;686
2017;9;15;5;5;21;36;685
2017;9;15;5;5;21;38;685
2017;9;15;5;5;21;42;686
2017;9;15;5;5;21;44;680
2017;9;15;5;5;21;46;681
2017;9;15;5;5;21;48;681
2017;9;15;5;5;21;52;679
2017;9;15;5;5;21;54;690
2017;9;15;5;5;21;56;679
2017;9;15;5;5;21;58;682
2017;9;15;5;5;22;2;681
2017;9;15;5;5;22;4;681
2017;9;15;5;5;22;6;681
2017;9;15;5;5;22;8;682
2017;9;15;5;5;22;12;701
2017;9;15;5;5;22;14;679
2017;9;15;5;5;22;16;680
2017;9;15;5;5;22;18;680
2017;9;15;5;5;22;22;680
2017;9;15;5;5;22;24;678
2017;9;15;5;5;22;26;676
2017;9;15;5;5;22;28;676
2017;9;15;5;5;22;32;679
2017;9;15;5;5;22;34;681
2017;9;15;5;5;22;36;681
2017;9;15;5;5;22;38;678
2017;9;15;5;5;22;42;680
2017;9;15;5;5;22;44;677
2017;9;15;5;5;22;46;680
2017;9;15;5;5;22;48;679
2017;9;15;5;5;22;52;681
2017;9;15;5;5;22;54;679
2017;9;15;5;5;22;56;679
2017;9;15;5;5;22;58;683
2017;9;15;5;5;23;2;680
2017;9;15;5;5;23;4;691
2017;9;15;5;5;23;6;679
2017;9;15;5;5;23;8;680
2017;9;15;5;5;23;12;679
2017;9;15;5;5;23;14;678
2017;9;15;5;5;23;16;680
2017;9;15;5;5;23;18;681
2017;9;15;5;5;23;22;680
2017;9;15;5;5;23;24;678
2017;9;15;5;5;23;26;680
2017;9;15;5;5;23;28;682
2017;9;15;5;5;23;32;680
2017;9;15;5;5;23;34;678
2017;9;15;5;5;23;36;677
2017;9;15;5;5;23;38;679
2017;9;15;5;5;23;42;683
2017;9;15;5;5;23;44;681
2017;9;15;5;5;23;46;681
2017;9;15;5;5;23;48;680
2017;9;15;5;5;23;52;682
2017;9;15;5;5;23;54;690
2017;9;15;5;5;23;56;679
2017;9;15;5;5;23;58;681
2017;9;15;5;5;24;2;680
2017;9;15;5;5;24;4;684
2017;9;15;5;5;24;6;682
2017;9;15;5;5;24;8;686
2017;9;15;5;5;24;12;683
2017;9;15;5;5;24;14;685
2017;9;15;5;5;24;16;682
2017;9;15;5;5;24;18;682
2017;9;15;5;5;24;22;683
2017;9;15;5;5;24;24;683
2017;9;15;5;5;24;26;680
2017;9;15;5;5;24;28;681
2017;9;15;5;5;24;32;680
2017;9;15;5;5;24;34;684
2017;9;15;5;5;24;36;682
2017;9;15;5;5;24;38;681
2017;9;15;5;5;24;42;681
2017;9;15;5;5;24;44;679
2017;9;15;5;5;24;46;680
2017;9;15;5;5;24;48;693
2017;9;15;5;5;24;52;682
2017;9;15;5;5;24;54;681
2017;9;15;5;5;24;56;680
2017;9;15;5;5;24;58;684
2017;9;15;5;5;25;2;683
2017;9;15;5;5;25;4;684
2017;9;15;5;5;25;6;680
2017;9;15;5;5;25;8;682
2017;9;15;5;5;25;12;684
2017;9;15;5;5;25;14;680
2017;9;15;5;5;25;16;683
2017;9;15;5;5;25;18;682
2017;9;15;5;5;25;22;676
2017;9;15;5;5;25;24;680
2017;9;15;5;5;25;26;680
